,Subtype
AY856707,B
AY856708,B
AY856709,B
AY856710,B
AY856711,B
AY856712,B
AY856713,B
AY856714,B
AY856715,B
AY856716,B
AY856717,B
AY856718,B
AY856719,B
AY856720,B
AY856721,B
AY856722,B
AY856723,B
AY856724,B
AY856725,B
AY856726,B
AY856727,B
AY856728,B
AY856729,B
AY856730,B
AY856731,B
AY856732,B
AY856733,B
AY856734,B
AY856735,B
AY856736,B
AY856737,B
AY856738,B
AY856739,B
AY856740,B
AY856741,B
AY856742,B
AY856743,B
AY856744,B
AY856745,B
AY856746,B
AY856747,B
AY856748,B
AY856749,B
AY856750,B
AY856751,B
AY856752,B
AY856753,B
AY856754,B
AY856755,B
AY856756,B
AY856757,B
AY856758,B
AY856961,B
AY857022,B
AY857052,B
AY857127,B
AY857144,B
AY857165,B
AY870478,B
AY870479,B
AY870482,B
AY870487,B
AY874234,B
AY874258,B
AY876998,B
AY876999,B
AY877000,B
AY877001,B
AY877004,B
AY877005,B
AY877006,B
AY877007,B
AY877008,B
AY877009,B
AY877010,B
AY877011,B
AY877012,B
AY877013,B
AY877014,B
AY877015,B
AY877016,B
AY877017,B
AY877018,B
AY877019,B
AY877020,B
AY877024,C
AY878054,C
AY878055,C
AY878056,C
AY878057,C
AY878058,C
AY878059,C
AY878060,C
AY878061,C
AY878062,C
AY878063,C
AY878064,C
AY878065,C
AY878068,C
AY878069,C
AY878070,C
AY878071,C
AY878072,C
AY878685,B
AY878686,B
AY878687,B
AY878688,B
AY878689,B
AY878690,B
AY878691,B
AY878692,B
AY887852,C
AY887853,C
AY887854,C
AY887855,C
AY887856,C
AY887857,C
AY887858,C
AY887859,C
AY887860,C
AY887861,C
AY887862,C
AY887863,C
AY887864,C
AY887865,C
AY887866,C
AY887867,C
AY887868,C
AY887869,C
AY887870,C
AY887871,C
AY887872,C
AY887873,C
AY887874,C
AY887875,C
AY887876,C
AY887877,C
AY887878,C
AY887879,C
AY887880,C
AY887881,C
AY887882,C
AY887883,C
AY887884,C
AY887885,C
AY887886,C
AY887888,C
AY887889,C
AY887890,C
AY887891,C
AY887892,C
AY901965,C
AY901966,C
AY901967,C
AY901968,C
AY901969,C
AY901970,C
AY901971,C
AY901972,C
AY901973,C
AY901974,C
AY901975,C
AY901976,C
AY901977,C
AY901978,C
AY901979,C
AY901980,C
AY901981,C
AY902478,B
AY905493,B
AY905494,B
AY905495,B
AY905496,B
AY905497,B
AY905592,C
AY920387,C
AY920388,C
AY920915,C
AY920916,C
AY920917,C
AY923054,C
AY923055,C
AY923056,C
AY924587,C
AY924601,C
AY924608,C
AY924620,C
AY924623,C
AY928536,B
AY928537,B
AY928538,B
AY928539,B
AY928541,B
AY928542,B
AY928978,B
AY928979,B
AY928980,B
AY928981,B
AY928982,B
AY928984,B
AY928985,B
AY928986,B
AY928987,B
AY928988,B
AY928989,B
AY928990,B
AY928991,B
AY928992,B
AY928993,B
AY928994,B
AY928995,B
AY928996,B
AY928997,B
AY928998,B
AY928999,B
AY929000,B
AY929001,B
AY929002,B
AY929003,B
AY929005,B
AY929006,B
AY929007,B
AY929008,B
AY929009,B
AY929010,B
AY929011,B
AY931066,C
AY931073,C
AY931091,C
AY931126,C
AY931179,C
AY931190,C
AY931192,C
AY931199,C
AY931243,C
AY931248,C
AY931272,C
AY931280,C
AY931291,C
AY931338,C
AY931348,C
AY931359,C
AY931387,C
AY931402,C
AY931442,C
AY931452,C
AY931524,C
AY931555,C
AY931561,C
AY931646,C
AY931666,C
AY931715,C
AY931770,C
AY931849,C
AY931905,C
AY931917,C
AY931934,C
AY931967,C
AY932051,C
AY932082,C
AY932165,C
AY932193,C
AY932242,C
AY932250,C
AY932253,C
AY932266,C
AY945710,B
AY945711,B
AY945738,C
AY952781,C
AY952782,C
AY952784,C
AY952785,C
AY952787,C
AY952789,C
AY952790,C
AY952791,C
AY952792,C
AY952794,C
AY952802,C
AY952803,C
AY952804,C
AY952805,C
AY952806,C
AY952821,C
AY967806,C
AY967813,B
AY967814,B
AY967815,B
AY967816,B
AY967817,B
AY967825,B
AY967838,B
AY967861,B
AY970946,B
BD017695,B
D10112,B
D12582,B
D13420,C
D13421,C
D13422,C
D13423,C
D13424,C
D13426,C
D13427,C
D34590,B
D67090,B
D78614,B
D78615,B
D78616,B
D78617,B
D78618,B
D78619,B
D78620,B
D78621,B
D78622,B
D78623,B
D78624,B
D78625,B
D78626,B
D78627,B
D78628,B
D78629,B
D78630,B
D78631,B
D78632,B
D78633,B
D78634,B
D78635,B
D78636,B
D78637,B
DQ002026,B
DQ002058,B
DQ002074,B
DQ002090,B
DQ002106,B
DQ002138,B
DQ002154,B
DQ002170,B
DQ002202,B
DQ002234,B
DQ002250,B
DQ002266,B
DQ002282,B
DQ002298,B
DQ002314,B
DQ002330,B
DQ007901,B
DQ007902,B
DQ007903,B
DQ011165,C
DQ011166,C
DQ011167,C
DQ011169,C
DQ011170,C
DQ011171,C
DQ011172,C
DQ011173,C
DQ011174,C
DQ011175,C
DQ011176,C
DQ011177,C
DQ011178,C
DQ011179,C
DQ011180,C
DQ013674,B
DQ013680,B
DQ013701,B
DQ013789,B
DQ015982,C
DQ015983,C
DQ015984,C
DQ015985,C
DQ015986,C
DQ015987,C
DQ015988,C
DQ015989,C
DQ015990,C
DQ015991,C
DQ015992,C
DQ015993,C
DQ015994,C
DQ015995,C
DQ015996,C
DQ015997,C
DQ015998,C
DQ015999,C
DQ016000,C
DQ016001,C
DQ016002,C
DQ016003,C
DQ016004,C
DQ016005,C
DQ016006,C
DQ016007,C
DQ016008,C
DQ016009,C
DQ016010,C
DQ016011,C
DQ016012,C
DQ016013,C
DQ016014,C
DQ016015,C
DQ016016,C
DQ016017,C
DQ016018,C
DQ016019,C
DQ016020,C
DQ016021,C
DQ016022,C
DQ016023,C
DQ016024,C
DQ016025,C
DQ016026,C
DQ016027,C
DQ016028,C
DQ016029,C
DQ016030,C
DQ027787,C
DQ056404,C
DQ056405,C
DQ056406,C
DQ056408,C
DQ056409,C
DQ056410,C
DQ056411,C
DQ056412,C
DQ056413,C
DQ056414,C
DQ056415,C
DQ056416,C
DQ056417,C
DQ056418,C
DQ060305,B
DQ060306,B
DQ060307,B
DQ060308,B
DQ060309,B
DQ060310,B
DQ060311,B
DQ060312,B
DQ060313,B
DQ060314,B
DQ060315,B
DQ060316,B
DQ060317,B
DQ061397,B
DQ061445,B
DQ061478,B
DQ061511,B
DQ061543,B
DQ061644,B
DQ061676,B
DQ061728,B
DQ061760,B
DQ061811,B
DQ075348,C
DQ075349,B
DQ075352,B
DQ093312,B
DQ093585,C
DQ093586,C
DQ093587,C
DQ093588,C
DQ093589,C
DQ093590,C
DQ093591,C
DQ093592,C
DQ093593,C
DQ093594,C
DQ093595,C
DQ093596,C
DQ093597,C
DQ093598,C
DQ093599,C
DQ093600,C
DQ093601,C
DQ093602,C
DQ093604,C
DQ093605,C
DQ093607,C
DQ109994,B
DQ109997,B
DQ110002,B
DQ115458,B
DQ115468,B
DQ116951,B
DQ121207,B
DQ127534,B
DQ127537,B
DQ127548,B
DQ135904,B
DQ135905,B
DQ135906,B
DQ135907,B
DQ135908,B
DQ135909,B
DQ135910,B
DQ135911,B
DQ135912,B
DQ135913,B
DQ135914,B
DQ135915,B
DQ135916,B
DQ135917,B
DQ135918,B
DQ136796,B
DQ136810,B
DQ136826,B
DQ136841,B
DQ136855,B
DQ136869,B
DQ136884,B
DQ136892,B
DQ136902,B
DQ136915,B
DQ136928,B
DQ136944,B
DQ136956,B
DQ136970,B
DQ136985,B
DQ136993,B
DQ137003,B
DQ137013,B
DQ137023,B
DQ137035,B
DQ137048,B
DQ137059,B
DQ137071,B
DQ137079,B
DQ137094,B
DQ137108,B
DQ141341,B
DQ141342,B
DQ141343,B
DQ141344,B
DQ141345,B
DQ143360,B
DQ143386,B
DQ143415,B
DQ143440,B
DQ143470,B
DQ143498,B
DQ143523,B
DQ143545,B
DQ143572,B
DQ143596,B
DQ143620,B
DQ143646,B
DQ143675,B
DQ143704,B
DQ143728,B
DQ143746,B
DQ143773,B
DQ143792,B
DQ148509,B
DQ148510,B
DQ148511,B
DQ149139,C
DQ149140,C
DQ149141,C
DQ149142,C
DQ149143,C
DQ149144,C
DQ149145,C
DQ149146,C
DQ149147,C
DQ149148,C
DQ149149,C
DQ149150,C
DQ149151,C
DQ149152,C
DQ150602,B
DQ150603,B
DQ150604,B
DQ150605,B
DQ150606,B
DQ150608,B
DQ150609,B
DQ150610,B
DQ150611,B
DQ150612,B
DQ150613,B
DQ150614,B
DQ150615,B
DQ150616,B
DQ150617,B
DQ150618,B
DQ150619,B
DQ155157,C
DQ155173,C
DQ155229,C
DQ155241,C
DQ155249,C
DQ155271,C
DQ155273,C
DQ155275,C
DQ155278,C
DQ155281,C
DQ164104,C
DQ164106,C
DQ164107,C
DQ164108,C
DQ164109,C
DQ164110,C
DQ164111,C
DQ164113,C
DQ164114,C
DQ164115,C
DQ164117,C
DQ164118,C
DQ164119,C
DQ164121,C
DQ164122,C
DQ164126,C
DQ164127,C
DQ164129,C
DQ177190,B
DQ177191,B
DQ177192,B
DQ177195,B
DQ177198,B
DQ177199,B
DQ177200,B
DQ177201,B
DQ177202,B
DQ177207,B
DQ177208,B
DQ177210,B
DQ177211,B
DQ178989,B
DQ198967,C
DQ198977,C
DQ198978,C
DQ198990,C
DQ198994,C
DQ198995,C
DQ198998,C
DQ198999,C
DQ199001,C
DQ199002,C
DQ199004,C
DQ199006,C
DQ199019,C
DQ199021,C
DQ199022,C
DQ199024,C
DQ199028,C
DQ199031,C
DQ199032,C
DQ199040,C
DQ199044,C
DQ199045,C
DQ199049,C
DQ199050,C
DQ199053,C
DQ199057,C
DQ199058,C
DQ199061,C
DQ199067,C
DQ199074,C
DQ199076,C
DQ199078,C
DQ199084,C
DQ199090,C
DQ199093,C
DQ199106,C
DQ199111,C
DQ199112,C
DQ199118,C
DQ199119,C
DQ199121,C
DQ199123,C
DQ199125,C
DQ199130,C
DQ199132,C
DQ199133,C
DQ199139,C
DQ199148,C
DQ199155,C
DQ199157,C
DQ199162,C
DQ199164,C
DQ199166,C
DQ199170,C
DQ199172,C
DQ199173,C
DQ199179,C
DQ199183,C
DQ199184,C
DQ199189,C
DQ199199,C
DQ199200,C
DQ199201,C
DQ199206,C
DQ199209,C
DQ199216,C
DQ199218,C
DQ199220,C
DQ199221,C
DQ199223,C
DQ199225,C
DQ199229,C
DQ199235,C
DQ199237,C
DQ199239,C
DQ199246,C
DQ199254,C
DQ205915,B
DQ207940,B
DQ207941,C
DQ207942,B
DQ207943,B
DQ222210,B
DQ224346,B
DQ224347,B
DQ224348,B
DQ224349,B
DQ224350,B
DQ224351,B
DQ224352,B
DQ224353,B
DQ227841,C
DQ227842,C
DQ227843,C
DQ235615,C
DQ235616,C
DQ235617,C
DQ235618,C
DQ235619,C
DQ235620,C
DQ235621,C
DQ235622,C
DQ235623,C
DQ235624,C
DQ235625,C
DQ235626,C
DQ235628,C
DQ235629,C
DQ235630,C
DQ235631,C
DQ235632,C
DQ235633,C
DQ235634,C
DQ235635,C
DQ235636,C
DQ235637,C
DQ235638,C
DQ235639,C
DQ235640,C
DQ235641,C
DQ235642,C
DQ235643,C
DQ235644,C
DQ235645,C
DQ235646,C
DQ235647,C
DQ235648,C
DQ275642,C
DQ275643,C
DQ275644,C
DQ275645,C
DQ275646,C
DQ275647,C
DQ275648,C
DQ275649,C
DQ275650,C
DQ275651,C
DQ275652,C
DQ275653,C
DQ275654,C
DQ275655,C
DQ275656,C
DQ275657,C
DQ275658,C
DQ275659,C
DQ275660,C
DQ275661,C
DQ275664,C
DQ286957,B
DQ286958,B
DQ288393,B
DQ288408,B
DQ288421,B
DQ288453,B
DQ288474,B
DQ288504,B
DQ288518,B
DQ288537,B
DQ288555,B
DQ288570,B
DQ288582,B
DQ288596,B
DQ288612,B
DQ288623,B
DQ288640,B
DQ295193,B
DQ295195,B
DQ295196,B
DQ296677,B
DQ296692,B
DQ296826,B
DQ296844,B
DQ296864,B
DQ296936,B
DQ296956,B
DQ296971,B
DQ296984,B
DQ297004,B
DQ297022,B
DQ297038,B
DQ300196,B
DQ300197,B
DQ313249,B
DQ313252,B
DQ313253,B
DQ314244,B
DQ314245,B
DQ314246,B
DQ314247,B
DQ314248,B
DQ314249,B
DQ314250,B
DQ314251,B
DQ314252,B
DQ314253,B
DQ316399,B
DQ316432,B
DQ320412,B
DQ322223,B
DQ322225,B
DQ322227,B
DQ322233,B
DQ325300,C
DQ325301,C
DQ325302,C
DQ325303,C
DQ325304,C
DQ325305,C
DQ325306,C
DQ325307,C
DQ325308,C
DQ325309,C
DQ325310,C
DQ325311,C
DQ325312,C
DQ325313,C
DQ325314,C
DQ325315,C
DQ325316,C
DQ325317,C
DQ325318,C
DQ325319,C
DQ325320,C
DQ325321,C
DQ325322,C
DQ325323,C
DQ325324,C
DQ325325,C
DQ325326,C
DQ325327,C
DQ325328,C
DQ325329,C
DQ325330,C
DQ325331,C
DQ325332,C
DQ325333,B
DQ325334,C
DQ325335,C
DQ325336,C
DQ325337,C
DQ325338,C
DQ336093,B
DQ336651,C
DQ336668,C
DQ336670,C
DQ337384,B
DQ339425,B
DQ339426,B
DQ339441,B
DQ339442,B
DQ339443,B
DQ339444,B
DQ339453,B
DQ344982,C
DQ344983,B
DQ344984,C
DQ344994,C
DQ344995,B
DQ344996,B
DQ344997,B
DQ345002,C
DQ345003,B
DQ351216,C
DQ351217,C
DQ351218,C
DQ351219,C
DQ351220,C
DQ351221,C
DQ351222,C
DQ351223,C
DQ351224,C
DQ351225,C
DQ351226,C
DQ351227,C
DQ351228,C
DQ351229,C
DQ351230,C
DQ351231,C
DQ351232,C
DQ351234,C
DQ351235,C
DQ351237,C
DQ354112,B
DQ354114,B
DQ354116,B
DQ354118,B
DQ354119,B
DQ356577,B
DQ356581,B
DQ358756,C
DQ358757,C
DQ358758,B
DQ358759,B
DQ358760,B
DQ358761,C
DQ358762,B
DQ358763,C
DQ358764,B
DQ358765,B
DQ358766,C
DQ358767,B
DQ358768,B
DQ358769,B
DQ358770,C
DQ358771,B
DQ358772,B
DQ358775,B
DQ358776,B
DQ358805,B
DQ358808,B
DQ358809,B
DQ358810,B
DQ360117,C
DQ360118,C
DQ360119,C
DQ360120,C
DQ360121,C
DQ360122,C
DQ360123,C
DQ360124,C
DQ360125,C
DQ360126,C
DQ360127,C
DQ360129,C
DQ360131,C
DQ360132,C
DQ360133,C
DQ360134,C
DQ360135,C
DQ360136,C
DQ360137,C
DQ360138,C
DQ360139,C
DQ360140,C
DQ360141,C
DQ360142,C
DQ360143,C
DQ360144,C
DQ360145,C
DQ360146,C
DQ360147,C
DQ360148,C
DQ360149,C
DQ360150,C
DQ360151,C
DQ360152,C
DQ360153,C
DQ360154,C
DQ360155,C
DQ360156,C
DQ360157,C
DQ360158,C
DQ360159,C
DQ360160,C
DQ360161,C
DQ360162,C
DQ360164,C
DQ360165,C
DQ360166,C
DQ360167,C
DQ360168,C
DQ360169,C
DQ360170,C
DQ360171,C
DQ360172,C
DQ360173,C
DQ360174,C
DQ360175,C
DQ360176,C
DQ360177,C
DQ360178,C
DQ360179,C
DQ360180,C
DQ360181,C
DQ360182,C
DQ360183,C
DQ360184,C
DQ360185,C
DQ360186,C
DQ360187,C
DQ360188,C
DQ360189,C
DQ360190,C
DQ367244,C
DQ367245,C
DQ367246,C
DQ367247,C
DQ367248,C
DQ367249,C
DQ367250,C
DQ367251,C
DQ367252,C
DQ367253,C
DQ367254,C
DQ367255,C
DQ367256,C
DQ367257,C
DQ367259,C
DQ367260,C
DQ369976,C
DQ369977,C
DQ369978,C
DQ369979,C
DQ369980,C
DQ369981,C
DQ369982,C
DQ369983,C
DQ369984,C
DQ369985,C
DQ369986,C
DQ369987,C
DQ369988,C
DQ369989,C
DQ369990,C
DQ369991,C
DQ369992,C
DQ369993,C
DQ369994,C
DQ369995,C
DQ369996,C
DQ369997,C
DQ381971,C
DQ381972,C
DQ381973,C
DQ381974,C
DQ381975,C
DQ381976,C
DQ381977,C
DQ381978,C
DQ381979,C
DQ381980,C
DQ382361,C
DQ382362,C
DQ382363,C
DQ382364,C
DQ382365,C
DQ382366,C
DQ382367,C
DQ382369,C
DQ382370,C
DQ382371,C
DQ382372,C
DQ382373,C
DQ382374,C
DQ382375,C
DQ382376,C
DQ382377,C
DQ382378,C
DQ382379,C
DQ382380,C
DQ383746,B
DQ383748,B
DQ383749,B
DQ383751,B
DQ383752,B
DQ387660,B
DQ387753,B
DQ387796,B
DQ387825,B
DQ388514,C
DQ388515,C
DQ388516,C
DQ388517,C
DQ391282,B
DQ394366,B
DQ394480,B
DQ394547,B
DQ396364,C
DQ396365,C
DQ396367,C
DQ396368,C
DQ396369,C
DQ396370,C
DQ396371,C
DQ396372,C
DQ396373,C
DQ396374,C
DQ396375,C
DQ396376,C
DQ396377,C
DQ396378,C
DQ396380,C
DQ396381,C
DQ396382,C
DQ396383,C
DQ396384,C
DQ396385,C
DQ396386,C
DQ396387,C
DQ396388,C
DQ396389,C
DQ396390,C
DQ396391,C
DQ396392,C
DQ396393,C
DQ396394,C
DQ396395,C
DQ396398,B
DQ396399,C
DQ398880,C
DQ401572,B
DQ401599,B
DQ401638,B
DQ410040,B
DQ410062,B
DQ410069,B
DQ410087,B
DQ410101,B
DQ410109,B
DQ410131,B
DQ410188,B
DQ410217,B
DQ410227,B
DQ410246,B
DQ410284,B
DQ410325,B
DQ410373,B
DQ410404,B
DQ410427,B
DQ410479,B
DQ410511,B
DQ410527,B
DQ410528,B
DQ410542,B
DQ410560,B
DQ410573,B
DQ410588,B
DQ410607,B
DQ422948,C
DQ425076,B
DQ425083,B
DQ425089,B
DQ435682,C
DQ435683,C
DQ435684,C
DQ444243,C
DQ444246,C
DQ444248,C
DQ444250,C
DQ444252,C
DQ444256,C
DQ444258,B
DQ444259,B
DQ444260,B
DQ445632,C
DQ445633,C
DQ445634,C
DQ445635,C
DQ445637,C
DQ448819,B
DQ452132,C
DQ463441,C
DQ463465,B
DQ463502,B
DQ463538,B
DQ463572,B
DQ463606,B
DQ463642,B
DQ468392,B
DQ468396,B
DQ468400,B
DQ468405,B
DQ468410,B
DQ468415,B
DQ468418,B
DQ468423,B
DQ468427,B
DQ468432,B
DQ468434,B
DQ468444,B
DQ468466,B
DQ468470,B
DQ468474,B
DQ468477,B
DQ468481,B
DQ468485,B
DQ468493,B
DQ468497,B
DQ468502,B
DQ468511,B
DQ468516,B
DQ468520,B
DQ468525,B
DQ468530,B
DQ468535,B
DQ468540,B
DQ468545,B
DQ468550,B
DQ468555,B
DQ468560,B
DQ468565,B
DQ468568,B
DQ468572,B
DQ468577,B
DQ468587,B
DQ468592,B
DQ468597,B
DQ468601,B
DQ468606,B
DQ468616,B
DQ468620,B
DQ468625,B
DQ468629,B
DQ487188,B
DQ487190,B
DQ493967,B
DQ493986,B
DQ494004,B
DQ494024,B
DQ494044,B
DQ494064,B
DQ494083,B
DQ494103,B
DQ494123,B
DQ499662,B
DQ499667,B
DQ499680,B
DQ499691,B
DQ499699,B
DQ499711,B
DQ499724,B
DQ499770,C
DQ516085,B
DQ516125,B
DQ516173,B
DQ516267,B
DQ525967,B
DQ525980,B
DQ526008,B
DQ526029,B
DQ526034,B
DQ526035,B
DQ526040,B
DQ526051,B
DQ526057,B
DQ526065,B
DQ526079,B
DQ526101,B
DQ526104,B
DQ526121,B
DQ526128,B
DQ526146,B
DQ526173,B
DQ526207,B
DQ526225,B
DQ526242,B
DQ526262,B
DQ539689,B
DQ539704,B
DQ539710,B
DQ539724,B
DQ539741,B
DQ539754,B
DQ539759,B
DQ539762,B
DQ539766,B
DQ539769,B
DQ539789,B
DQ539802,B
DQ539806,B
DQ539811,B
DQ539819,B
DQ539822,B
DQ539825,B
DQ539832,B
DQ539841,B
DQ539844,B
DQ539852,B
DQ539855,B
DQ539871,B
DQ539875,B
DQ539886,B
DQ666195,B
DQ666197,B
DQ666198,B
DQ666199,B
DQ666200,B
DQ666201,B
DQ666203,B
DQ666204,B
DQ666205,B
DQ666207,B
DQ672623,B
DQ676870,B
DQ676874,B
DQ676877,B
DQ676880,B
DQ676883,B
DQ676886,B
DQ679422,B
DQ679453,C
DQ679459,B
DQ679467,B
DQ679468,B
DQ679470,B
DQ821274,B
DQ821293,B
DQ821314,B
DQ821332,B
DQ821351,B
DQ823362,B
DQ823363,B
DQ823364,B
DQ837381,B
DQ841559,B
DQ852990,B
DQ853101,B
DQ853206,B
DQ853306,B
DQ853427,B
DQ853455,B
DQ863897,B
DQ863904,B
DQ866316,C
DQ866317,C
DQ866318,C
DQ866418,C
DQ866419,C
DQ866420,C
DQ866421,C
DQ866422,C
DQ866423,C
DQ866424,C
DQ866425,C
DQ866426,C
DQ866427,C
DQ866428,C
DQ866429,C
DQ866430,C
DQ866431,C
DQ866432,C
DQ866433,C
DQ866434,C
DQ866435,C
DQ866437,C
DQ866438,C
DQ866439,C
DQ866440,C
DQ866441,C
DQ866442,C
DQ866443,C
DQ866444,C
DQ866445,C
DQ866446,C
DQ866447,C
DQ866448,C
DQ866449,C
DQ866450,C
DQ866451,C
DQ866452,C
DQ866453,C
DQ866454,C
DQ866455,C
DQ866456,C
DQ866457,C
DQ866458,C
DQ866459,C
DQ866460,C
DQ866461,C
DQ866462,C
DQ866463,C
DQ866464,C
DQ866465,C
DQ866466,C
DQ866467,C
DQ866468,C
DQ866469,C
DQ866470,C
DQ866471,C
DQ866472,C
DQ866473,C
DQ866474,C
DQ866475,C
DQ866476,C
DQ866477,C
DQ866478,C
DQ866480,C
DQ866481,C
DQ866482,C
DQ866483,C
DQ866484,C
DQ866485,C
DQ866486,C
DQ866487,C
DQ866488,C
DQ866489,C
DQ866490,C
DQ866491,C
DQ866492,C
DQ866493,C
DQ866494,C
DQ866495,C
DQ866496,C
DQ866497,C
DQ866498,C
DQ866499,C
DQ866500,C
DQ866501,C
DQ866502,C
DQ866503,C
DQ866504,C
DQ866505,C
DQ866506,C
DQ866507,C
DQ866508,C
DQ866509,C
DQ866510,C
DQ866511,C
DQ866512,C
DQ866513,C
DQ866514,C
DQ866515,C
DQ866516,C
DQ866517,C
DQ866518,C
DQ866519,C
DQ866520,C
DQ866521,C
DQ866522,C
DQ866523,C
DQ866524,C
DQ869014,B
DQ869015,B
DQ869016,B
DQ869017,B
DQ869019,B
DQ869020,B
DQ869021,B
DQ869022,B
DQ869023,B
DQ869024,B
DQ869025,B
DQ869026,B
DQ869027,B
DQ869028,B
DQ869029,B
DQ869030,B
DQ869031,B
DQ869032,B
DQ869033,B
DQ871433,B
DQ871434,B
DQ871435,B
DQ871436,B
DQ871437,B
DQ871438,B
DQ871439,B
DQ871440,B
DQ871441,B
DQ871442,B
DQ871443,B
DQ871444,B
DQ871445,B
DQ871446,B
DQ871447,B
DQ871448,B
DQ871449,B
DQ871450,B
DQ871451,B
DQ871452,B
DQ871453,B
DQ871454,B
DQ871455,B
DQ871456,B
DQ871457,B
DQ871458,B
DQ871459,B
DQ871460,B
DQ871461,B
DQ871462,B
DQ871463,B
DQ871464,B
DQ871465,B
DQ871466,B
DQ871467,B
DQ871469,B
DQ871470,B
DQ871472,B
DQ871473,B
DQ871508,B
DQ871509,B
DQ871510,B
DQ871511,B
DQ871512,B
DQ871513,B
DQ871514,B
DQ871515,B
DQ871516,B
DQ871517,B
DQ871518,B
DQ871519,B
DQ871520,B
DQ871521,B
DQ871522,B
DQ871523,B
DQ871524,B
DQ871525,B
DQ871526,B
DQ871527,B
DQ871528,B
DQ871529,B
DQ885604,B
DQ886031,B
DQ886032,B
DQ886033,B
DQ886034,B
DQ886035,B
DQ886036,B
DQ886037,B
DQ890515,B
DQ898249,C
DQ898250,C
DQ898253,C
DQ898255,C
DQ898260,C
DQ898263,C
DQ898265,C
DQ898268,C
DQ898269,C
DQ898270,C
DQ898273,C
DQ907530,B
DQ907582,B
DQ924864,B
DQ976394,B
DQ990880,B
EF026964,C
EF026965,C
EF026966,C
EF026967,C
EF026968,C
EF026969,C
EF026970,C
EF026971,C
EF026972,C
EF026973,C
EF026974,C
EF033657,B
EF042811,C
EF042813,C
EF051117,B
EF051118,B
EF051119,B
EF051120,B
EF051121,B
EF051122,B
EF063010,B
EF063011,B
EF063013,B
EF063015,B
EF063025,B
EF063026,B
EF063028,B
EF063030,B
EF063040,B
EF063041,B
EF063045,B
EF063049,B
EF063050,B
EF063051,B
EF063055,B
EF063058,B
EF063061,B
EF063063,B
EF063067,B
EF063074,C
EF063077,B
EF063081,B
EF063083,B
EF063090,B
EF063095,B
EF078080,B
EF078081,B
EF117265,C
EF117266,C
EF117267,C
EF117268,C
EF117269,C
EF117270,C
EF117271,C
EF117272,C
EF117273,C
EF117274,C
EF121282,C
EF121283,B
EF121300,B
EF121303,B
EF121404,B
EF125655,B
EF139226,B
EF143452,B
EF143454,B
EF143455,C
EF143456,B
EF143457,B
EF143458,C
EF143460,C
EF143461,C
EF143467,B
EF143472,B
EF143475,B
EF143476,C
EF143479,C
EF143483,B
EF143484,B
EF143485,C
EF143486,C
EF143487,C
EF143490,C
EF143491,C
EF154715,B
EF154716,B
EF154717,B
EF154718,B
EF154719,B
EF154720,B
EF154721,B
EF154722,B
EF154723,B
EF154724,B
EF154725,B
EF154726,B
EF154727,B
EF154728,B
EF154729,B
EF154730,B
EF154731,B
EF154732,B
EF154733,B
EF154734,B
EF154735,B
EF154736,B
EF154737,B
EF154738,B
EF154739,B
EF154740,B
EF154741,B
EF154742,B
EF154743,B
EF154744,B
EF154745,B
EF154746,B
EF154747,B
EF154749,B
EF154750,B
EF154751,B
EF154752,B
EF154753,B
EF154754,B
EF154755,B
EF154756,B
EF154757,B
EF154758,B
EF154759,B
EF154760,B
EF154761,B
EF154762,B
EF154763,B
EF154764,B
EF154765,B
EF154766,B
EF154767,B
EF154768,B
EF154769,B
EF154770,B
EF154771,B
EF154772,B
EF154773,B
EF154774,B
EF154775,B
EF154776,B
EF154777,B
EF154778,B
EF154779,B
EF154780,B
EF154781,B
EF154782,B
EF159970,B
EF159971,B
EF159972,B
EF159973,B
EF159974,B
EF178310,B
EF178314,B
EF178322,B
EF178338,B
EF178354,B
EF178358,B
EF178374,B
EF178384,B
EF178420,B
EF178427,B
EF179866,B
EF179924,B
EF179994,B
EF184307,B
EF184351,B
EF184410,B
EF184448,B
EF184525,B
EF191127,C
EF191128,C
EF191129,C
EF191130,C
EF191131,C
EF191132,C
EF191133,C
EF191134,C
EF191135,C
EF191136,C
EF191137,C
EF191138,C
EF191139,C
EF191140,C
EF191141,C
EF191142,C
EF191143,C
EF191144,C
EF191145,B
EF191146,C
EF191147,C
EF191148,C
EF191149,C
EF191150,C
EF191151,C
EF191152,C
